bdf5f667-9a6f-483e-a91f-40b8f0ceec95,U2,439.68,Uber,travel,London, UK,2026-02-27T01:07:47
9514167b-ca85-40d7-9970-d9a9ae4c321a,U1,49.94,MakeMyTrip,travel,"Paris, FR",2026-02-27T01:35:32
8678bb26-2511-462c-a795-60550a9c2faa,U1,44.41,Nike,shopping,"New York, NY",2026-02-27T01:35:37
1e3e2db8-5f89-4325-a2c3-6d1a8e8798e4,U2,435.59,Binance,crypto,"Tokyo, JP",2026-02-27T01:35:42
27a3255e-99a9-443b-96fa-e073fd960a92,U2,61.01,Uber,travel,"Los Angeles, CA",2026-02-27T01:35:47
773ac10f-2bdc-4fe0-9714-601be127a595,U3,261.24,Uber,travel,"Los Angeles, CA",2026-02-27T01:35:52
87d00013-0560-4956-84f3-832d6a553dee,U2,461.96,Uber,travel,"New York, NY",2026-02-27T01:35:57
5b599068-ac0d-4bd8-aa31-1d1458c64079,U2,378.98,Nike,shopping,"New York, NY",2026-02-27T01:36:02
ac610f30-4cc6-432f-94e5-fbcb6a39df72,U1,122.28,Electricity Board,utilities,"New York, NY",2026-02-27T01:36:07
33935446-469b-4d55-8352-ee0b3127ab36,U1,2333.98,Electricity Board,utilities,"Tokyo, JP",2026-02-27T01:36:12
a3701c55-5383-4878-8db2-42e5856a9cab,U2,31.12,Airtel,utilities,"New York, NY",2026-02-27T01:36:17
281e82e9-cf90-4fc9-8d6b-13d20d8521e3,U3,494.87,Amazon,shopping,"Paris, FR",2026-02-27T01:36:22
c7ac4138-e51b-4d13-85e9-f75f125d511b,U1,235.99,Big Basket,groceries,"London, UK",2026-02-27T01:36:27
7ba87f7d-b065-40f3-b42a-1df24f860199,U3,256.14,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T01:36:32
17163cab-1644-4e5a-b42e-42f93f118608,U1,380.95,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T01:36:37
e8444252-4e24-46ca-ae45-e9f390597a97,U3,60.09,Electricity Board,utilities,"New York, NY",2026-02-27T01:36:42
0f54a68d-b70f-4070-bb84-37c109d56b36,U1,495.76,Electricity Board,utilities,"Paris, FR",2026-02-27T01:36:47
ff877ee2-12f6-48ab-8503-624cbea42486,U3,111.1,Airtel,utilities,"Paris, FR",2026-02-27T01:36:52
b6e70911-a99e-4803-b432-b41b9abeaca3,U3,404.92,Uber,travel,"Paris, FR",2026-02-27T01:36:57
cca50209-5b74-4971-a9c2-3aabd0365beb,U1,158.64,Big Basket,groceries,"Los Angeles, CA",2026-02-27T01:37:02
4107c0f4-78d9-452b-9e2a-a86ca87587a9,U2,263.58,Nike,shopping,"New York, NY",2026-02-27T01:37:07
a8687c57-697f-464f-a827-111883a51c09,U3,65.72,MakeMyTrip,travel,"London, UK",2026-02-27T01:37:12
0a244c8a-3ce4-47bb-9239-0f51b5cecb9b,U1,181.24,Airtel,utilities,"Paris, FR",2026-02-27T01:37:17
439dc0ed-9ba6-460f-951d-83674d1db2f7,U1,159.64,Nike,shopping,"New York, NY",2026-02-27T01:37:22
123b2e92-5857-4682-8422-d8a659f43406,U1,275.92,Netflix,entertainment,"Paris, FR",2026-02-27T01:37:27
28a30323-92bd-4b8a-8135-a84847ce1649,U1,4986.47,Netflix,entertainment,"London, UK",2026-02-27T01:37:32
a6aba5b0-7eff-4214-b705-22690d465bca,U2,87.16,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T01:37:37
21c69154-937c-40e8-b3d2-a7a07d5e95aa,U3,456.44,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T01:37:42
071e4596-741f-4b0a-a810-17a19921577f,U2,300.11,MakeMyTrip,travel,"Paris, FR",2026-02-27T01:37:47
b0318751-d16c-4a76-9886-b0d6e6570dd8,U2,350.52,Netflix,entertainment,"New York, NY",2026-02-27T01:37:52
9abd3c6c-aefc-46ec-ad21-69051c63a198,U1,253.48,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T01:37:57
686289bc-b36a-4c87-b7e9-505c12835471,U1,468.92,Netflix,entertainment,"Tokyo, JP",2026-02-27T01:38:02
022bdec1-b7cf-47d4-a654-addbd0ecae63,U3,347.6,Binance,crypto,"Paris, FR",2026-02-27T01:38:07
fdeaf635-c587-4d08-b0dd-606b7c5d81b1,U1,188.61,Binance,crypto,"Paris, FR",2026-02-27T01:38:12
caa68ee9-af63-45d6-8361-e9552daa14ab,U3,227.75,Amazon,shopping,"New York, NY",2026-02-27T01:38:17
2cb719d9-99f0-436e-9942-81447e255d78,U3,9.51,Electricity Board,utilities,"Tokyo, JP",2026-02-27T01:38:22
b305d26d-e052-44f4-8b22-2fe13c81fa6d,U2,467.4,Nike,shopping,"Los Angeles, CA",2026-02-27T01:38:27
d5977386-bb1f-4ceb-a683-90869fc20f5e,U2,348.69,Electricity Board,utilities,"Paris, FR",2026-02-27T01:38:32
8e9f8132-0464-4428-9868-0d2a72a69c64,U1,15.25,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T01:38:37
536d9515-ce90-4512-9ab6-ebd4a2660d8f,U3,207.27,MakeMyTrip,travel,"New York, NY",2026-02-27T01:38:42
d2baf7e5-1c76-42e7-b446-90602eae921d,U3,449.9,MakeMyTrip,travel,"London, UK",2026-02-27T01:38:47
143431fb-91e3-4618-8381-ed41f096a7a9,U2,463.44,Electricity Board,utilities,"London, UK",2026-02-27T01:38:52
d53fad4f-109e-455e-9f8f-7877ee14aaf2,U3,4262.37,Uber,travel,"Paris, FR",2026-02-27T01:38:57
287ecd19-fadb-4e65-a1b3-21f30b8d653f,U2,169.59,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T01:39:02
3ae66ebf-9f87-42e1-bca1-fd3b673ac424,U2,376.09,Electricity Board,utilities,"Paris, FR",2026-02-27T01:39:07
545e72e8-42d0-4668-b11e-96e25385a3ee,U1,51.11,Electricity Board,utilities,"New York, NY",2026-02-27T01:39:12
19260769-444a-45db-ab5b-656865d0f813,U2,149.96,Amazon,shopping,"Tokyo, JP",2026-02-27T01:39:17
6ed3dbbb-dc3f-4f07-aaf2-f0324b3739d9,U2,276.48,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T01:39:22
025399e5-bd91-4f39-a670-7e1e4ca46192,U3,258.6,Nike,shopping,"London, UK",2026-02-27T01:39:27
18e2dabf-4bf8-4625-8f39-e56f67de8e9c,U2,256.04,Nike,shopping,"Los Angeles, CA",2026-02-27T01:39:33
06efeedd-050c-463a-bb4a-9e754215c807,U3,26.31,Binance,crypto,"London, UK",2026-02-27T01:39:38
b56dce75-d738-44af-ac78-260b76f9c3a3,U2,408.57,Binance,crypto,"London, UK",2026-02-27T01:39:43
9a24ade8-6474-4ef2-886c-b049522843ee,U1,43.27,Nike,shopping,"London, UK",2026-02-27T01:39:48
108a3971-f634-498f-8413-3ba186bfba97,U2,249.2,Binance,crypto,"New York, NY",2026-02-27T01:39:53
84a3e291-ba11-4796-bdbb-ded163913a37,U3,152.89,Airtel,utilities,"Los Angeles, CA",2026-02-27T01:39:58
764f14fb-9764-4770-8226-74873b980b0c,U3,465.36,Electricity Board,utilities,"New York, NY",2026-02-27T01:40:03
7f9719ad-aac2-4e80-a87b-3163e649eaf4,U3,359.47,PVR Cinemas,entertainment,"London, UK",2026-02-27T01:40:08
f0f1fde9-6c50-42c0-a7e2-5c3beb4ef8c8,U2,418.01,Amazon,shopping,"Tokyo, JP",2026-02-27T01:40:13
ebb6c841-accc-472d-b601-0bd92edc801a,U2,7.68,Nike,shopping,"Tokyo, JP",2026-02-27T01:40:18
fb08aac3-14e6-40d6-a984-23e4446d647e,U2,164.55,Binance,crypto,"Los Angeles, CA",2026-02-27T01:40:23
9e3a14c6-0972-49d6-a876-bfb3a6a3e1c9,U1,269.12,Electricity Board,utilities,"New York, NY",2026-02-27T01:40:28
155ef5dc-1167-4fdd-8228-169c15405cb8,U1,257.34,MakeMyTrip,travel,"New York, NY",2026-02-27T01:40:33
b20ab45e-e499-4923-9094-675facdf0c6a,U1,268.4,Nike,shopping,"Los Angeles, CA",2026-02-27T01:40:38
245e618f-6299-4244-8ed4-996352352e6a,U2,336.28,Uber,travel,"Los Angeles, CA",2026-02-27T01:40:43
53ebb7ac-7a13-4b0c-98fc-ca5aec4de8f2,U3,175.78,Big Basket,groceries,"Tokyo, JP",2026-02-27T01:40:48
b213ba78-4ffa-4aab-9f28-312d86ebda76,U2,276.78,Amazon,shopping,"London, UK",2026-02-27T01:40:53
60e49f19-6b2f-482f-9c15-3aac77f625f9,U2,474.72,Nike,shopping,"Paris, FR",2026-02-27T01:40:58
9fa78443-058b-4240-a4d8-a5ae30532c98,U1,462.99,Big Basket,groceries,"Tokyo, JP",2026-02-27T01:41:03
4df5f066-0d33-49f0-815c-529596be8ce4,U1,307.55,Nike,shopping,"Paris, FR",2026-02-27T01:41:08
1ab36557-4827-444a-b6d1-11db290eafae,U3,104.28,PVR Cinemas,entertainment,"New York, NY",2026-02-27T01:41:13
97689fb0-a426-43fc-a375-9f07528f13da,U2,313.25,Netflix,entertainment,"Paris, FR",2026-02-27T01:41:18
99c5c670-f8f9-4970-8294-7ef25aabff58,U3,136.38,Uber,travel,"London, UK",2026-02-27T01:41:23
18f1cc42-d608-4d86-8a50-6578b8292ee7,U2,391.18,Big Basket,groceries,"New York, NY",2026-02-27T01:41:28
81dbc023-888d-4b63-821c-b39d0654e84e,U3,484.11,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T01:41:33
61b81229-d1ea-421c-8c4b-c52d8c5bd1a4,U1,199.26,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T01:41:38
43866316-c198-4a93-8515-3b3d3b862abb,U3,4560.78,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T01:41:43
430fc4eb-56ba-43d9-906a-f1b145e84207,U1,356.77,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T01:41:48
917aa63d-f11f-4491-b50f-f6d546fc3345,U2,468.3,MakeMyTrip,travel,"Paris, FR",2026-02-27T01:41:53
0caeaf38-3fa1-477e-8374-73cc96813840,U1,337.37,Big Basket,groceries,"London, UK",2026-02-27T01:41:58
750d1163-7fe2-44a7-9e61-ebb88c9c6297,U2,234.19,PVR Cinemas,entertainment,"New York, NY",2026-02-27T01:42:03
2704bcb9-1c17-4d1b-8a67-c43c38e8bbfa,U3,384.01,Amazon,shopping,"Tokyo, JP",2026-02-27T01:42:08
643c9193-ef22-454c-b1e9-060dd718b799,U1,415.94,Amazon,shopping,"Paris, FR",2026-02-27T01:42:13
92ec42c8-00fc-4283-81af-4dacb7fda505,U3,119.3,Amazon,shopping,"Tokyo, JP",2026-02-27T01:42:18
afb0ee2f-ff88-4546-bf69-b7ae8589fb5a,U3,452.16,Electricity Board,utilities,"London, UK",2026-02-27T01:42:23
a3ff6519-b969-4c2a-b52a-0b6264418a17,U2,418.73,MakeMyTrip,travel,"Paris, FR",2026-02-27T01:42:28
e54fd7d2-2be7-48ba-b129-3c160938adc1,U3,132.55,Uber,travel,"Los Angeles, CA",2026-02-27T01:42:33
ac09c1fd-8748-4db6-9af0-661097931164,U3,241.24,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T01:42:38
cff69923-3569-4e89-890d-2231c7d51fd4,U1,62.86,Airtel,utilities,"New York, NY",2026-02-27T01:42:43
7c622437-c239-4c67-9171-d470eb0a6fdb,U3,18.93,Uber,travel,"New York, NY",2026-02-27T01:42:48
85d139f5-337c-4d6b-8f66-a537378df761,U1,2620.72,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T01:42:53
fbcff912-2d15-410e-b1e9-be99cb56bd77,U1,86.9,Uber,travel,"New York, NY",2026-02-27T01:42:58
a987554e-26b0-4301-8208-624b689d88f5,U3,2690.02,Nike,shopping,"Tokyo, JP",2026-02-27T01:43:03
4a070123-7dbd-49b8-b369-9f51773d2b1d,U3,39.72,Amazon,shopping,"Tokyo, JP",2026-02-27T01:43:08
3e2e6f42-115a-4f3d-9d01-63e4e947746a,U3,3369.35,Big Basket,groceries,"London, UK",2026-02-27T01:43:13
125452a3-b77d-40a8-a936-29546e530c0b,U3,362.82,Big Basket,groceries,"Tokyo, JP",2026-02-27T01:43:18
80a73dc9-66a6-469d-80ab-ad06fd8d1940,U1,241.14,Electricity Board,utilities,"London, UK",2026-02-27T01:43:23
e878847a-5c1b-4ce5-a41e-5074963249b8,U3,388.08,Uber,travel,"New York, NY",2026-02-27T01:43:28
be940003-7b0c-442e-a161-1f24768b8f2d,U2,50.51,Uber,travel,"Tokyo, JP",2026-02-27T01:43:33
87c0b661-6bef-4ba6-816d-a4d466ec7109,U3,463.82,Electricity Board,utilities,"New York, NY",2026-02-27T01:43:38
d2d3789a-1b52-4b94-987c-0231200e4f0b,U3,477.46,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T01:43:43
2acb7c92-cb12-4389-961c-3ad868d48da9,U3,69.85,Nike,shopping,"Tokyo, JP",2026-02-27T01:43:48
7c06af36-41aa-42bf-a17e-fbfe08a028b8,U2,382.86,Netflix,entertainment,"New York, NY",2026-02-27T01:43:53
8afcb52b-0978-4819-80f1-c1836d5ce444,U2,4276.32,Amazon,shopping,"New York, NY",2026-02-27T01:43:58
5b95cc5e-3ab2-4f96-a5a1-aa4cd09d8323,U3,117.69,Amazon,shopping,"New York, NY",2026-02-27T01:44:03
0de17e52-5992-48d4-a4f0-fc5e058942de,U2,258.02,Airtel,utilities,"London, UK",2026-02-27T01:44:08
5a6dda85-1ce5-45b7-94f1-3f5ab5dbe5f8,U3,220.31,Netflix,entertainment,"Paris, FR",2026-02-27T01:44:13
78f0295d-f17a-4517-b314-27bd0aad3e35,U2,245.84,Amazon,shopping,"Tokyo, JP",2026-02-27T01:44:18
97dd1110-feec-4701-bbfb-13b99d4793d1,U3,212.46,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T01:44:23
9470bbc9-ee5d-4fee-9d89-4864222bcdb8,U3,211.45,Binance,crypto,"Paris, FR",2026-02-27T01:44:28
4dc6b134-dfd4-4867-86f6-c36e11517474,U1,117.45,Amazon,shopping,"London, UK",2026-02-27T01:44:33
efdb9d8f-762d-4e63-8741-a894fdd821a5,U1,39.51,Big Basket,groceries,"Los Angeles, CA",2026-02-27T01:44:38
c9dadd24-c56a-4d05-a739-fda0055b2c86,U1,321.53,Big Basket,groceries,"New York, NY",2026-02-27T01:44:43
3d9ad51f-a244-4492-9713-79f1bf0eb903,U3,255.98,Netflix,entertainment,"Paris, FR",2026-02-27T01:44:48
f8d700d7-bb4d-49d4-8515-f18162035411,U3,270.22,Binance,crypto,"New York, NY",2026-02-27T01:44:53
622b8b29-f4c6-44bf-8153-d1de03ce5aab,U1,43.74,Binance,crypto,"Paris, FR",2026-02-27T01:44:58
e88e25d0-ce5c-4aad-ac94-eecff0500f40,U2,242.1,Nike,shopping,"Paris, FR",2026-02-27T01:51:36
3db5a50b-2db7-41ce-a864-dc98ec9ec56c,U2,310.75,MakeMyTrip,travel,"London, UK",2026-02-27T01:51:41
bdc49a10-abdd-4a6f-a9a1-275b8cc0bf41,U3,423.46,Nike,shopping,"Los Angeles, CA",2026-02-27T01:51:46
93965547-5d34-48e0-8492-de8da1ca8a25,U1,278.54,Netflix,entertainment,"London, UK",2026-02-27T01:51:51
56846476-402b-464f-9508-f061c887f91d,U2,461.38,Netflix,entertainment,"Los Angeles, CA",2026-02-27T01:51:57
55aee399-2b8e-4b03-8316-6b51e2e33bee,U2,299.43,Nike,shopping,"Los Angeles, CA",2026-02-27T01:52:02
bf123895-aa95-48ea-a5df-5308ea87d7d4,U1,447.88,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T01:52:07
1cbfc737-dd6b-4f67-ab3d-23a163af0eb0,U1,175.61,Airtel,utilities,"New York, NY",2026-02-27T01:52:12
7ef620c7-9b47-4fa5-bbd9-bfe780be9007,U2,376.22,Airtel,utilities,"New York, NY",2026-02-27T01:52:17
cd6dd631-7a3d-4431-a15c-2c78f77181d4,U3,128.33,Nike,shopping,"New York, NY",2026-02-27T01:52:22
a97c6333-afbd-4944-9f17-613118a61cdc,U3,239.57,Electricity Board,utilities,"Tokyo, JP",2026-02-27T01:52:27
c2e4fe90-7bac-417b-8789-ac243864120d,U2,195.11,Big Basket,groceries,"New York, NY",2026-02-27T01:52:32
1dc392fb-7d4c-4e68-b125-5729e3b4ddc7,U1,3181.56,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T01:52:37
a6b9b3f8-e4f8-4c0a-a9b1-045f85cf582b,U1,185.96,Amazon,shopping,"Paris, FR",2026-02-27T01:52:42
8ec5c840-a9fd-4485-82ac-45dc3fca3ab2,U3,101.87,Binance,crypto,"New York, NY",2026-02-27T01:52:47
256dd339-2b0b-47fe-bc1e-a82a8312b353,U2,20.8,Airtel,utilities,"London, UK",2026-02-27T01:52:52
960eeacc-1b5d-4d00-b2a7-d999782188ab,U1,395.04,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T01:52:57
4f09a9d6-2ccc-4d90-9547-528f8823e76a,U3,101.63,Amazon,shopping,"Los Angeles, CA",2026-02-27T01:53:02
6a022595-d81f-403f-9196-27aad46bcc57,U1,42.06,Netflix,entertainment,"Paris, FR",2026-02-27T01:53:07
e2225770-313d-43e7-8162-424333360432,U2,480.61,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T01:53:12
faa124dc-b371-4c1a-a38c-a5ec621b35ed,U3,418.08,Netflix,entertainment,"Tokyo, JP",2026-02-27T01:53:17
80b9e629-e06d-44fa-b00f-6254e90cf903,U1,434.11,Big Basket,groceries,"Paris, FR",2026-02-27T01:53:22
60f27518-e0e7-4436-bbe4-3beaff6c9064,U2,63.62,Netflix,entertainment,"Paris, FR",2026-02-27T01:53:27
a369cd87-1b94-423e-8f99-e7231adb68c2,U1,459.32,MakeMyTrip,travel,"Paris, FR",2026-02-27T01:53:32
8e725806-37f9-4ba7-821b-6da92becb1d8,U3,2572.22,MakeMyTrip,travel,"New York, NY",2026-02-27T01:53:37
ab68412e-0abf-4745-b884-2e125117a6e7,U3,226.05,Binance,crypto,"London, UK",2026-02-27T01:53:42
1a6b11f8-8af4-4e5b-a85c-6e15cc9ffef9,U3,26.92,Netflix,entertainment,"Paris, FR",2026-02-27T01:53:47
f2db160c-291c-4142-b5e3-df848ef72f7e,U1,196.85,Big Basket,groceries,"Paris, FR",2026-02-27T01:53:52
2f648ed9-ada6-4d5a-bfec-54208de55707,U1,8.1,Big Basket,groceries,"Paris, FR",2026-02-27T01:53:57
eee4572e-62f2-402b-ab5c-53399b6e2556,U3,366.15,Uber,travel,"Los Angeles, CA",2026-02-27T01:54:02
f508c79b-bba5-47a4-bf41-f1b12d5d5948,U3,201.24,Airtel,utilities,"Tokyo, JP",2026-02-27T01:54:07
afae7f1d-a60e-4a0a-8e24-c9bd6a0dd961,U2,3361.72,Uber,travel,"New York, NY",2026-02-27T01:54:12
28190efa-5fcd-4e4a-bd7e-2d92157a9059,U3,2998.54,Airtel,utilities,"London, UK",2026-02-27T01:54:17
208fd4c9-3856-4e6d-86a7-e78b7b119ff5,U3,216.36,Airtel,utilities,"Paris, FR",2026-02-27T01:54:22
9ec990bc-cdbc-4dc5-9ffc-fba70e9f44a6,U3,24.06,Airtel,utilities,"London, UK",2026-02-27T01:54:27
6fa2f55c-639d-4452-8e63-d3f3a9055956,U1,4392.25,Amazon,shopping,"Paris, FR",2026-02-27T01:54:32
c46ab0de-c85e-4b8e-a8cb-1c328bd983a6,U2,2589.77,Netflix,entertainment,"Tokyo, JP",2026-02-27T01:54:37
ef067860-f6a1-4988-809d-a2ebfa4fbdf2,U2,2066.6,Amazon,shopping,"Tokyo, JP",2026-02-27T01:54:42
0467b4ef-abdb-430d-8c2f-01168732d1db,U3,90.98,Big Basket,groceries,"Paris, FR",2026-02-27T01:54:47
46f20670-e649-4615-952e-d25be745f9ab,U1,347.42,Binance,crypto,"London, UK",2026-02-27T01:54:52
ae601154-84da-4ffb-8736-33414a7bb830,U2,219.33,Nike,shopping,"Los Angeles, CA",2026-02-27T01:54:57
9d5ae103-1487-4ee4-9ff7-165837f3a270,U3,48.7,Uber,travel,"Tokyo, JP",2026-02-27T01:55:02
8f06909d-941b-4452-999a-6b55131fb5db,U2,112.59,Airtel,utilities,"London, UK",2026-02-27T01:55:07
31cf8e82-322c-4b54-aa2b-c61a80f20ff3,U2,365.74,Binance,crypto,"Los Angeles, CA",2026-02-27T01:55:12
e0573656-6f63-4f4e-bead-0631fae3a6f0,U2,426.24,Electricity Board,utilities,"Tokyo, JP",2026-02-27T01:55:17
65899d50-774a-4d09-bcba-51e8db2d3d94,U1,206.0,Airtel,utilities,"Paris, FR",2026-02-27T01:55:22
8fe3b812-59df-41de-987d-c3f5f1d8fbc3,U1,4876.97,Binance,crypto,"Los Angeles, CA",2026-02-27T01:55:27
b69b00a6-0937-40ce-ad7a-952cff309bd8,U3,403.4,Big Basket,groceries,"Paris, FR",2026-02-27T01:55:32
f86ac9cd-c3ee-428a-a2e3-c4a30794e503,U3,210.55,Netflix,entertainment,"London, UK",2026-02-27T01:55:37
9a1da741-d257-49ea-a00f-39cdf04b24b4,U3,489.29,Binance,crypto,"Paris, FR",2026-02-27T01:55:42
65854990-e213-4af1-a4d5-b6a880208376,U1,337.4,Nike,shopping,"Los Angeles, CA",2026-02-27T01:55:47
4f7139ad-4760-45bd-bf0c-792e73dda5d0,U3,11.9,Electricity Board,utilities,"Paris, FR",2026-02-27T01:55:52
ef0e9605-08b3-4959-9bd2-fa3ac9d4664f,U3,4869.93,Nike,shopping,"London, UK",2026-02-27T01:55:57
1434b0af-71b8-40cc-bac6-a94e2185b7c2,U3,230.34,Nike,shopping,"New York, NY",2026-02-27T01:56:02
514dcf1b-31f9-4acf-8a77-9dd1ed4c7c76,U1,10.82,Binance,crypto,"Los Angeles, CA",2026-02-27T01:56:07
545320f6-f7b7-48b9-adfe-657e432cf08c,U2,2469.8,Uber,travel,"Paris, FR",2026-02-27T01:56:12
de0cd486-8075-46db-87a7-37c65a6d268f,U2,343.42,PVR Cinemas,entertainment,"London, UK",2026-02-27T01:56:17
0c2e51bd-181a-4ca9-b174-ac9cac50023f,U2,52.99,Binance,crypto,"New York, NY",2026-02-27T01:56:22
82c60718-7aa9-4ac9-95dd-6a60b84b1e2d,U1,328.92,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T01:56:27
2429b622-50a6-4f21-bfba-639cef650699,U1,17.41,Netflix,entertainment,"Paris, FR",2026-02-27T01:56:32
bea2a699-8879-4c5f-af4d-3e130d2b9b95,U3,356.62,Airtel,utilities,"Paris, FR",2026-02-27T01:56:37
48b033f9-e8cc-42fe-87b6-be72322ff9b5,U3,314.44,Netflix,entertainment,"New York, NY",2026-02-27T01:56:42
38e1f740-992f-472d-8914-3b906ededd92,U1,119.45,Amazon,shopping,"Tokyo, JP",2026-02-27T01:56:47
b8d2f74f-1b10-455a-9207-488ee716efd4,U3,320.32,Binance,crypto,"Los Angeles, CA",2026-02-27T01:56:52
2b38895d-318e-4dc4-9c84-700d198e68b6,U2,267.03,Nike,shopping,"Los Angeles, CA",2026-02-27T01:56:57
361e3f60-e22c-451a-9bd2-d348b539ac78,U2,462.28,Amazon,shopping,"New York, NY",2026-02-27T01:57:02
38534367-8f8c-4214-a104-0f837c796375,U1,393.13,MakeMyTrip,travel,"London, UK",2026-02-27T01:57:07
c2d0862d-7f4d-41d1-9c8e-970aee31b05d,U3,398.15,Uber,travel,"Paris, FR",2026-02-27T01:57:12
404911d1-4ca1-409e-b52f-765eda6b3c0a,U3,308.18,Nike,shopping,"New York, NY",2026-02-27T01:57:17
a35ffc8e-4bba-464b-8d62-9cf3f1efcd9a,U3,318.95,Netflix,entertainment,"New York, NY",2026-02-27T01:57:22
7c0d5fa6-32cf-4600-9bb2-00a1fcab57aa,U2,235.34,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T01:57:27
c2c695a2-0126-47f6-8fc7-2e1b95b1f8ee,U2,29.1,Netflix,entertainment,"Paris, FR",2026-02-27T01:57:32
45780b41-e132-47bf-9938-2c1eddf2e0d1,U2,343.86,Nike,shopping,"Paris, FR",2026-02-27T01:57:37
c85ce43f-3d43-45b9-a171-f5361ee377f4,U3,345.61,Netflix,entertainment,"Tokyo, JP",2026-02-27T01:57:42
a3c6f0e5-29c3-45f0-851c-1d1d93eecece,U1,384.01,MakeMyTrip,travel,"Paris, FR",2026-02-27T01:57:47
eb3db111-a0f0-4fa5-9034-b053b5395db0,U2,155.76,Electricity Board,utilities,"London, UK",2026-02-27T01:57:52
2815e0d4-8665-4f6b-85d5-0a54b79f7c62,U2,123.25,Nike,shopping,"Paris, FR",2026-02-27T01:57:58
1350b902-c264-4acf-aad6-e38b92abf6e7,U2,410.76,Nike,shopping,"New York, NY",2026-02-27T01:58:03
c547b899-250f-40b6-8da4-31560b8269b9,U2,356.56,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T01:58:08
f16cc9b8-08ec-4559-8619-39a445453dd0,U3,226.22,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T01:58:13
2d73dbba-f445-45ae-a9e6-045c8389bce6,U1,4687.55,Airtel,utilities,"Tokyo, JP",2026-02-27T01:58:18
bd4eccd4-d5fa-479c-8452-d29b878ff57d,U1,437.18,Nike,shopping,"Tokyo, JP",2026-02-27T01:58:23
bea91109-afb4-4199-8ca4-a453a590edff,U2,5.63,Electricity Board,utilities,"New York, NY",2026-02-27T01:58:28
fa58cc73-757f-419c-b9d7-6c4998b8f254,U2,236.27,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T01:58:33
1ac856b7-f9e8-4465-bf13-fd81149444da,U2,434.01,Electricity Board,utilities,"New York, NY",2026-02-27T01:58:38
c73318bc-1f3c-4b3e-a96d-6e20bfb2aabe,U3,248.24,Nike,shopping,"Los Angeles, CA",2026-02-27T01:58:43
4a0b0980-f16e-4b98-a40e-314c29351d0b,U2,172.12,Nike,shopping,"Tokyo, JP",2026-02-27T01:58:48
9c8eeeaa-6739-464b-9b0e-c9fafe2de1d1,U3,3848.03,Electricity Board,utilities,"London, UK",2026-02-27T01:58:53
2945bfe7-cd0a-43bf-9cb5-fca59847da8b,U2,309.79,Amazon,shopping,"New York, NY",2026-02-27T01:58:58
b8cbfc23-3113-41b2-a0ba-ee36fdd64fb3,U3,3856.04,Netflix,entertainment,"Los Angeles, CA",2026-02-27T01:59:03
4aeaaaab-0370-4346-9897-6bd120ac3611,U1,345.52,Big Basket,groceries,"New York, NY",2026-02-27T01:59:08
4e07d6f5-c28d-4058-a564-1c528e0c21e2,U1,150.67,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T01:59:13
550aa9e1-4f87-4f13-a51a-5f3a59a5147f,U3,117.4,Amazon,shopping,"Tokyo, JP",2026-02-27T01:59:18
59386f47-3ba0-4f4c-adb9-e8945245cbc5,U2,461.85,Airtel,utilities,"Tokyo, JP",2026-02-27T01:59:23
86d99264-8ca2-4422-ae87-cec07b9b115a,U3,283.65,Nike,shopping,"New York, NY",2026-02-27T01:59:28
db46959b-fbe5-4e23-a859-38ddb8562703,U3,376.34,Big Basket,groceries,"London, UK",2026-02-27T01:59:33
18b7786a-e5a4-4034-b71e-35ce78863183,U3,4266.45,Amazon,shopping,"New York, NY",2026-02-27T01:59:38
e4960bf7-07a7-4c0e-846b-f66587b2b63a,U1,276.24,Nike,shopping,"New York, NY",2026-02-27T01:59:43
4c7bea1e-630a-4783-a7c3-8014ff484907,U2,50.64,Amazon,shopping,"London, UK",2026-02-27T01:59:48
2383f062-db7d-4fb1-8e43-72e8fdce001e,U1,468.29,Electricity Board,utilities,"London, UK",2026-02-27T01:59:53
